1711355697.000000, 1711355697.000000, 1711355697.000000
32.000000, 32.000000, 32.000000
-25,-19,56
-25,-19,56
-25,-19,55
-25,-18,56
-24,-18,56
-23,-18,55
-24,-16,51
-24,-16,48
-21,-14,59
-21,-17,58
-21,-14,59
-19,-18,56
-20,-20,57
-19,-17,58
-22,-13,58
-26,-18,52
-23,-16,57
-21,-15,58
-23,-15,57
-23,-16,55
-22,-17,57
-22,-16,57
-21,-16,57
-22,-17,57
-22,-16,57
-21,-17,56
-22,-17,56
-22,-17,56
-21,-17,55
-21,-17,56
-21,-17,56
-20,-17,56
-18,-15,59
-18,-13,61
-20,-26,55
-25,-22,55
-18,-22,58
-20,-24,56
-19,-23,54
-16,-18,56
-14,-14,57
-14,-13,57
-13,-11,58
-13,-11,60
-13,-11,60
-14,-10,60
-14,-10,60
-15,-10,60
-15,-12,61
-16,-13,60
-15,-14,59
-17,-15,60
-18,-16,59
-17,-15,58
-17,-15,58
-17,-15,58
-15,-14,58
-14,-14,58
-14,-14,58
-14,-14,58
-14,-14,59
-15,-14,59
-15,-14,59
-15,-13,59
-15,-14,60
-16,-16,60
-16,-16,60
-17,-17,59
-17,-16,59
-17,-16,59
-17,-15,58
-16,-14,58
-15,-14,57
-14,-14,58
-15,-15,58
-15,-15,58
-18,-15,61
-20,-16,60
-18,-14,61
-23,-15,68
-24,-17,67
-22,-14,72
-22,-15,76
-21,-11,72
-8,-2,62
2,9,57
5,11,56
6,16,50
6,18,48
5,18,48
2,17,51
0,16,52
-5,15,51
4,12,80
1,14,52
-23,17,47
3,10,61
6,19,65
-4,16,61
-4,12,57
-4,16,59
-1,22,64
2,18,63
0,18,63
-1,17,62
-6,19,57
-2,20,57
-1,17,59
-2,18,58
-1,17,58
4,8,62
2,12,61
4,17,62
0,7,63
1,11,62
3,13,63
0,8,61
0,6,61
0,11,60
2,11,60
3,12,61
1,11,59
1,10,60
3,10,62
1,6,61
1,8,61
1,7,62
5,7,63
5,8,62
5,7,62
5,9,62
8,7,63
4,5,59
3,5,62
6,5,64
7,5,61
5,1,60
7,4,62
6,1,61
7,-2,62
9,0,62
8,-4,62
8,-3,61
10,-5,62
9,-5,61
9,-4,62
12,-2,63
13,0,61
15,0,62
15,0,64
13,4,59
14,2,58
10,0,58
9,9,57
9,24,57
16,10,57
16,13,57
15,11,58
7,14,62
4,18,61
1,13,58
6,13,66
4,17,64
5,9,61
6,20,60
7,19,65
-2,15,58
3,7,62
6,4,63
-1,11,63
1,9,61
4,9,59
-1,1,60
1,3,61
5,10,61
5,9,61
5,7,63
3,9,61
2,12,63
6,13,65
3,13,59
8,12,62
7,11,60
6,9,59
6,8,59
7,8,61
8,6,62
6,11,60
7,17,60
10,18,65
12,18,64
12,15,62
10,16,60
9,12,59
9,16,60
5,10,55
9,13,58
12,12,61
10,9,61
8,11,61
5,10,58
6,12,59
7,13,60
10,12,62
12,12,63
18,11,68
12,11,62
9,12,60
8,12,61
7,15,60
8,12,59
9,7,60
15,4,65
14,7,67
4,5,59
9,13,66
12,6,68
-5,9,53
2,3,57
9,6,67
-4,17,54
8,2,62
5,18,62
11,17,60
2,13,59
0,20,56
2,14,60
5,12,60
2,17,57
3,16,61
4,16,61
1,13,59
6,14,62
2,10,62
6,13,61
5,13,63
-1,13,58
2,8,60
5,10,60
0,11,59
0,6,61
1,9,60
2,12,60
-3,11,59
-4,11,58
0,13,60
3,15,60
1,13,61
7,11,63
9,9,63
2,13,57
3,17,61
4,13,62
4,12,61
2,14,60
3,12,60
7,11,61
5,11,63
4,12,63
3,13,61
6,11,63
5,10,63
2,12,61
3,11,62
5,12,61
5,12,60
2,14,58
1,13,60
-1,12,59
-2,12,58
-1,13,61
4,11,64
0,11,61
5,9,63
2,13,60
-4,13,57
-1,2,65
-1,3,61
-2,7,56
1,5,60
-1,5,61
0,8,62
-1,5,64
-2,7,65
-6,5,63
-9,4,63
-10,3,62
-11,4,63
-14,3,63
-15,2,62
-17,4,62
-18,3,63
-20,2,58
-18,4,56
-20,11,57
-2,4,59
4,7,63
2,3,55
19,8,59
13,10,61
12,8,62
22,7,58
18,6,57
23,8,60
27,5,59
21,7,58
12,3,56
19,8,61
22,6,61
19,8,59
15,5,60
14,6,60
15,7,62
14,7,60
13,7,60
13,6,60
13,6,59
12,6,59
12,6,60
13,6,60
13,5,60
12,7,62
11,7,61
12,6,60
12,8,60
11,6,60
13,7,60
