1718012948.000000, IBI
13.093750,0.531250
18.296875,0.515625
18.781250,0.484375
22.718750,0.531250
23.203125,0.484375
23.734375,0.531250
24.265625,0.531250
24.718750,0.453125
25.250000,0.531250
25.734375,0.484375
26.234375,0.500000
26.765625,0.531250
42.750000,0.500000
43.250000,0.500000
43.843750,0.593750
44.468750,0.625000
45.015625,0.546875
45.546875,0.531250
46.062500,0.515625
50.937500,0.562500
51.500000,0.562500
52.062500,0.562500
52.593750,0.531250
53.156250,0.562500
53.750000,0.593750
54.281250,0.531250
54.828125,0.546875
55.359375,0.531250
55.953125,0.593750
61.437500,0.562500
61.984375,0.546875
62.531250,0.546875
63.093750,0.562500
63.640625,0.546875
64.187500,0.546875
64.734375,0.546875
65.265625,0.531250
65.765625,0.500000
66.281250,0.515625
66.703125,0.421875
76.218750,0.531250
76.765625,0.546875
98.625000,0.453125
117.500000,0.437500
117.875000,0.375000
118.328125,0.453125
156.343750,0.375000
156.781250,0.437500
158.671875,0.390625
170.515625,0.406250
199.265625,0.421875
199.687500,0.421875
297.343750,0.375000
297.703125,0.359375
302.468750,0.375000
302.828125,0.359375
463.437500,0.406250
463.890625,0.453125
485.234375,0.312500
485.640625,0.406250
486.015625,0.375000
511.765625,0.375000
512.140625,0.375000
512.484375,0.343750
512.859375,0.375000
535.234375,0.406250
535.562500,0.328125
536.000000,0.437500
542.171875,0.359375
555.921875,0.437500
556.312500,0.390625
1061.968750,0.468750
1062.406250,0.437500
1062.765625,0.359375
1063.156250,0.390625
1092.812500,0.468750
1093.265625,0.453125
1093.734375,0.468750
1094.171875,0.437500
1094.625000,0.453125
1095.078125,0.453125
1178.468750,0.421875
1178.890625,0.421875
1179.328125,0.437500
1179.765625,0.437500
1180.218750,0.453125
1272.000000,0.453125
1272.437500,0.437500
1385.093750,0.328125
1385.484375,0.390625
1385.859375,0.375000
1386.203125,0.343750
1386.593750,0.390625
1386.968750,0.375000
1500.984375,0.421875
1501.359375,0.375000
1734.812500,0.406250
1826.890625,0.328125
1827.218750,0.328125
1827.531250,0.312500
1827.843750,0.312500
1828.187500,0.343750
1828.515625,0.328125
1828.843750,0.328125
1830.437500,0.328125
1830.750000,0.312500
1831.062500,0.312500
1831.375000,0.312500
1831.734375,0.359375
1832.078125,0.343750
1835.000000,0.328125
1835.328125,0.328125
1844.921875,0.359375
1845.281250,0.359375
1913.984375,0.312500
1914.343750,0.359375
1914.687500,0.343750
1915.031250,0.343750
1915.343750,0.312500
1915.687500,0.343750
2135.234375,0.406250
2135.593750,0.359375
2135.984375,0.390625
2136.406250,0.421875
2136.781250,0.375000
2137.171875,0.390625
2137.578125,0.406250
2137.937500,0.359375
2138.343750,0.406250
2163.093750,0.406250
2163.484375,0.390625
2163.906250,0.421875
2164.296875,0.390625
2164.687500,0.390625
2165.078125,0.390625
2165.484375,0.406250
2165.890625,0.406250
2166.281250,0.390625
2166.671875,0.390625
2167.078125,0.406250
2167.468750,0.390625
2167.875000,0.406250
2168.265625,0.390625
2168.656250,0.390625
2169.062500,0.406250
2169.468750,0.406250
2169.859375,0.390625
2170.250000,0.390625
2170.656250,0.406250
2171.046875,0.390625
2171.453125,0.406250
2171.859375,0.406250
2172.250000,0.390625
2172.656250,0.406250
2173.078125,0.421875
2173.484375,0.406250
2173.890625,0.406250
2174.296875,0.406250
2174.703125,0.406250
2175.125000,0.421875
2175.531250,0.406250
2175.937500,0.406250
2176.343750,0.406250
2179.609375,0.421875
2180.015625,0.406250
2180.421875,0.406250
2180.828125,0.406250
2181.234375,0.406250
2181.640625,0.406250
2182.046875,0.406250
2332.390625,0.312500
2332.734375,0.343750
2333.046875,0.312500
2333.390625,0.343750
2333.718750,0.328125
2334.046875,0.328125
2334.375000,0.328125
2399.703125,0.359375
2400.046875,0.343750
2472.250000,0.375000
2472.609375,0.359375
2477.734375,0.359375
2498.828125,0.359375
2499.187500,0.359375
2499.546875,0.359375
2502.140625,0.359375
2502.531250,0.390625
2502.937500,0.406250
2503.312500,0.375000
2503.703125,0.390625
2504.093750,0.390625
2504.484375,0.390625
2504.906250,0.421875
2505.296875,0.390625
2505.687500,0.390625
2545.109375,0.359375
2545.453125,0.343750
2545.812500,0.359375
2546.171875,0.359375
2546.484375,0.312500
2654.359375,0.359375
2654.718750,0.359375
2655.109375,0.390625
2655.421875,0.312500
2655.859375,0.437500
2656.171875,0.312500
2674.859375,0.625000
2675.453125,0.593750
2756.765625,0.343750
2757.140625,0.375000
