1718011718.000000, 1718011718.000000, 1718011718.000000
32.000000, 32.000000, 32.000000
51,20,-33
52,20,-33
52,19,-34
52,18,-35
50,18,-34
52,19,-29
54,20,-29
54,17,-30
53,16,-29
52,16,-32
53,16,-31
53,18,-30
55,17,-28
58,18,-24
59,17,-23
55,18,-24
55,17,-24
57,17,-24
58,16,-24
57,15,-23
59,14,-25
60,14,-25
58,14,-22
58,14,-20
58,15,-19
58,15,-17
60,16,-16
59,17,-17
59,16,-17
62,15,-14
60,15,-16
58,15,-19
57,14,-19
60,13,-15
57,13,-18
57,15,-20
60,15,-17
60,15,-18
59,15,-20
58,15,-20
59,16,-20
59,15,-20
59,15,-19
59,15,-19
59,15,-19
59,15,-17
59,15,-17
59,13,-19
58,13,-19
59,14,-18
59,15,-19
59,14,-18
59,15,-17
59,14,-17
61,14,-17
62,15,-17
60,14,-13
58,14,-13
59,13,-11
61,14,-11
63,14,-7
64,16,-8
60,16,-8
59,15,-9
65,15,-4
64,14,-3
62,15,-3
58,15,-4
58,14,-1
63,14,0
61,14,1
59,14,1
59,13,1
62,14,3
64,16,4
61,15,3
59,15,3
61,14,4
62,14,3
61,14,3
63,13,6
64,14,6
63,13,5
61,13,6
62,13,5
61,12,7
62,12,7
61,13,5
59,13,4
60,13,7
59,13,8
61,10,13
64,10,11
62,12,10
61,11,13
60,12,14
61,12,18
61,12,18
60,14,12
59,14,15
58,14,17
59,13,17
55,13,15
56,13,16
57,13,18
55,13,18
55,13,18
54,13,19
55,13,20
57,13,21
57,13,20
59,14,18
60,14,18
62,14,18
60,16,17
61,15,20
67,15,26
70,18,28
53,17,34
43,19,38
56,14,46
57,20,53
36,12,53
26,11,54
24,8,58
19,6,59
8,3,59
-3,-2,62
-5,-3,61
-12,-5,57
-16,-6,55
-19,-8,54
-21,-9,53
-25,-11,50
-25,-14,51
-27,-15,51
-28,-18,51
-30,-19,50
-31,-20,49
-31,-20,49
-33,-21,49
-33,-20,48
-33,-21,48
-33,-21,48
-34,-21,48
-33,-21,49
-33,-21,49
-33,-21,50
-33,-21,50
-34,-21,51
-35,-21,51
-34,-20,51
-33,-20,51
-34,-20,51
-33,-20,52
-33,-20,52
-33,-19,51
-32,-19,51
-33,-19,51
-33,-19,51
-32,-19,51
-32,-19,51
-32,-19,50
-32,-18,51
-33,-18,51
-32,-18,51
-32,-18,52
-32,-18,51
-33,-18,51
-33,-18,51
-32,-18,51
-32,-17,52
-33,-18,52
-33,-18,52
-33,-18,53
-33,-18,53
-33,-18,53
-33,-18,52
-32,-18,53
-32,-18,53
-32,-16,52
-31,-16,51
-31,-15,51
-31,-17,50
-31,-17,52
-32,-17,53
-31,-17,53
-33,-18,52
-34,-18,51
-33,-18,53
-32,-18,54
-33,-18,53
-32,-18,51
-33,-18,50
-33,-18,52
-32,-18,52
-30,-19,53
-31,-18,54
-34,-18,50
-30,-18,50
-30,-18,53
-30,-18,52
-32,-18,51
-30,-18,53
-30,-18,54
-32,-17,53
-30,-18,53
-30,-18,54
-31,-18,53
-31,-18,52
-31,-18,52
-32,-18,52
-30,-18,53
-31,-18,53
-30,-18,52
-31,-19,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,53
-30,-18,54
-30,-19,54
-29,-18,53
-29,-18,53
-28,-18,54
-29,-18,53
-29,-18,53
-29,-19,54
-29,-18,54
-29,-18,54
-29,-18,54
-29,-18,54
-28,-17,54
-30,-17,55
-31,-17,57
-31,-17,56
-28,-17,55
-28,-17,54
-27,-17,53
-27,-17,52
-28,-17,53
-28,-17,53
-28,-17,53
-29,-17,53
-27,-17,54
-29,-17,55
-30,-17,55
-29,-16,56
-29,-16,55
-28,-17,55
-28,-16,55
-28,-16,54
-29,-16,54
-28,-16,54
-28,-16,54
-28,-16,54
-29,-16,53
-28,-16,54
-29,-16,55
-29,-16,55
-29,-15,55
-28,-15,55
-28,-16,55
-28,-16,54
-28,-17,54
-29,-16,55
-28,-16,54
-28,-16,54
-25,-15,55
-28,-16,54
-28,-16,54
-31,-17,55
-28,-17,57
-28,-16,56
-27,-16,55
-27,-15,55
-28,-16,55
-28,-16,54
-28,-16,54
-28,-16,55
-28,-16,54
-28,-15,54
-28,-16,55
-28,-16,55
-28,-16,55
-28,-16,55
-28,-16,55
-27,-14,55
-27,-14,55
-28,-15,55
-28,-15,55
-28,-16,55
-29,-17,54
-28,-17,54
-28,-17,54
-28,-17,54
-27,-17,55
-27,-16,55
-27,-16,55
-28,-15,55
-28,-15,54
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-16,55
-27,-16,55
-28,-16,55
-28,-16,55
-28,-16,55
-28,-16,55
-28,-16,55
-28,-16,55
-27,-16,55
-28,-17,53
-27,-17,55
-28,-16,56
-29,-16,56
-30,-15,54
-29,-15,54
-27,-16,55
-27,-15,55
-26,-15,55
-28,-16,52
-28,-16,53
-29,-16,57
-27,-15,55
-31,-14,54
-30,-14,55
-28,-15,54
-28,-15,54
-28,-15,55
-28,-15,55
-29,-15,56
-29,-15,55
-30,-14,55
-30,-15,54
-30,-14,53
-28,-15,54
-29,-15,55
-28,-15,54
-29,-15,55
-29,-15,55
-29,-16,55
-29,-15,55
-29,-16,55
-28,-16,55
-28,-16,55
-29,-16,55
-29,-16,55
-29,-16,54
-28,-16,55
-29,-16,55
-28,-15,55
-27,-15,54
-28,-16,54
-28,-15,55
-28,-16,55
-28,-16,55
-29,-16,55
-28,-15,55
-28,-15,54
-28,-15,54
-28,-15,55
-28,-15,55
-29,-15,54
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,55
-28,-15,56
-28,-15,56
-27,-15,56
-28,-15,55
-27,-15,55
-28,-15,55
-28,-15,55
-27,-15,55
-27,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,56
-27,-15,56
-28,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,56
-28,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-28,-15,55
-27,-15,55
-27,-15,55
-27,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-28,-15,55
-27,-15,55
-27,-15,56
-27,-15,55
-27,-15,56
-27,-15,56
-27,-15,55
-27,-15,55
-27,-15,55
-27,-16,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-27,-15,55
-26,-15,56
-27,-15,55
-27,-15,55
-26,-15,55
-26,-15,56
-26,-16,56
-26,-16,56
-26,-16,56
-26,-16,55
-26,-16,55
-26,-16,56
-27,-16,56
-27,-16,56
-26,-16,56
-26,-15,56
-26,-15,55
-26,-15,56
-26,-15,55
-26,-15,56
-26,-15,56
-26,-15,55
