1719225275.000000, 1719225275.000000, 1719225275.000000
32.000000, 32.000000, 32.000000
-37,-4,52
-37,-4,53
-37,-4,52
-37,-4,52
-37,-4,53
-37,-4,52
-37,-4,52
-37,-4,52
-37,-4,52
-37,-4,52
-38,-4,51
-37,-3,51
-37,-3,52
-37,-4,52
-37,-4,52
-37,-3,52
-37,-4,53
-37,-4,53
-37,-5,52
-36,-4,53
-36,-4,52
-36,-4,52
-36,-5,52
-36,-4,52
-36,-4,52
-36,-5,52
-37,-6,53
-37,-6,52
-36,-7,53
-37,-5,52
-37,-6,52
-37,-4,51
-38,-2,51
-37,0,50
-36,0,51
-36,-2,52
-36,-3,53
-35,-5,54
-35,-6,55
-35,-6,55
-35,-3,54
-34,-2,53
-35,-3,54
-36,-3,53
-35,-3,54
-35,-4,54
-35,-4,54
-34,-5,55
-33,-7,56
-35,-7,53
-34,-6,52
-33,-4,51
-32,-4,50
-32,-2,51
-32,-2,51
-32,-2,53
-32,-1,55
-35,-3,56
-34,-3,56
-33,-2,56
-34,-2,55
-34,-1,55
-32,-1,56
-33,-2,57
-33,-3,56
-33,-3,56
-31,-2,55
-31,-2,55
-32,-1,55
-31,-1,54
-31,0,54
-29,1,54
-28,1,54
-27,0,53
-25,0,51
-25,2,51
-26,1,51
-24,0,52
-23,-3,52
-21,-4,50
-19,-5,52
-19,-7,53
-15,-12,47
-11,-13,46
-9,-12,48
-9,-13,48
0,-17,48
5,-22,50
1,-25,50
1,-34,46
5,-39,44
12,-50,40
13,-56,37
16,-70,35
17,-75,32
19,-86,27
30,-95,30
35,-96,34
38,-87,31
36,-80,29
23,-70,23
14,-67,19
5,-63,15
7,-62,17
12,-56,24
16,-53,26
20,-54,26
19,-56,25
15,-60,21
11,-64,18
10,-65,18
10,-68,18
11,-70,18
12,-71,17
11,-70,15
10,-66,13
10,-64,13
10,-63,12
9,-61,12
9,-60,12
9,-56,13
8,-54,13
8,-51,14
8,-50,14
9,-49,16
9,-50,17
